이거1|this|이거 뭐예요|what is this|이거 주세요|give me this
늦다|to be late|늦게 오다|to come late|시간이 늦다|it's late
밥1|rice|밥을 먹다|to eat rice|밥을 짓다|to cook rice
방7|room|방을 청소하다|to clean the room|빈 방|empty room
민박하다|to stay at a guesthouse|민박을 하다|to stay at a guesthouse|민박집에서|at a guesthouse
혹시1|by any chance|혹시 모르니까|just in case|혹시 알아요?|do you happen to know?
아침|morning|아침에 일어나다|to wake up in the morning|아침 식사|breakfast
은행2|bank|은행에 가다|to go to the bank|은행 계좌|bank account
느끼다2|to feel|추위를 느끼다|to feel cold|기쁨을 느끼다|to feel joy
떠나다|to leave|집을 떠나다|to leave home|여행을 떠나다|to go on a trip
한국말|Korean language|한국말을 배우다|to learn Korean|한국말로 말하다|to speak in Korean
직접|directly|직접 가다|to go directly|직접 만나다|to meet in person
그래1|yes|그래, 맞아|yes, that's right|그래서|so
신다|to wear|신발을 신다|to put on shoes|양말을 신다|to wear socks
해보다|to try|한번 해보다|to try once|먹어 보다|to try eating
아름답다|to be beautiful|아름다운 꽃|beautiful flower|아름답게 꾸미다|to decorate beautifully
브라질|Brazil|브라질 사람|Brazilian person|브라질에 가다|to go to Brazil
중국|China|중국 음식|Chinese food|중국에서 왔다|came from China
입|mouth|입을 열다|to open mouth|입이 크다|to have a big mouth
데이트하다|to date|남친과 데이트하다|to date boyfriend|데이트 약속|date appointment
대표|representative|회사 대표|company representative|대표로 선출하다|to elect as representative
영화1|movie|영화를 보다|to watch a movie|좋은 영화|good movie
주무시다|to sleep|잘 주무셨어요?|did you sleep well?|편히 주무세요|sleep well
옆|side|옆에 앉다|to sit beside|옆 사람|person next to
필요|necessity|필요한 것|necessary thing|필요에 따라|according to need
미터2|meter|몇 미터|how many meters|10미터 거리|10 meter distance
하루1|day|하루 종일|all day long|좋은 하루|good day
하늘1|sky|파란 하늘|blue sky|하늘을 보다|to look at the sky
지도3|map|세계 지도|world map|지도를 보다|to look at a map
재밌다|to be fun|재밌는 영화|fun movie|정말 재밌어요|it's really fun
정말1|really|정말 좋아요|really good|정말 맛있다|really delicious
케이크를|||||
정부8|government|한국 정부|Korean government|정부 정책|government policy
네3|yes|네, 알겠습니다|yes, I understand|네, 맞아요|yes, that's right
거울1|mirror|거울을 보다|to look in the mirror|화장실 거울|bathroom mirror
현재2|currently|현재 상황|current situation|현재 살고 있어요|currently living
그림1|picture|예쁜 그림|pretty picture|그림을 그리다|to draw a picture
테니스장|||||
사랑하다|to love|가족을 사랑하다|to love family|서로 사랑하다|to love each other
마시다|to drink|물을 마시다|to drink water|커피를 마시다|to drink coffee
피다1|to bloom|꽃이 피다|flowers bloom|벚꽃이 피다|cherry blossoms bloom
결국|||||
치다2|to hit|얼굴을 치다|to hit the face|공을 치다|to hit a ball
샌드위치|sandwich|햄 샌드위치|ham sandwich|샌드위치를 만들다|to make a sandwich
새롭다|to be new|새로운 집|new house|새롭게 시작하다|to start anew
술1|alcohol|술을 마시다|to drink alcohol|한국 술|Korean alcohol
개3|dog|귀여운 개|cute dog|개를 키우다|to raise a dog
의원5|legislator|국회 의원|member of parliament|지역 의원|local representative
사랑1|love|첫사랑|first love|사랑의 힘|power of love
커피|coffee|아메리카노 커피|americano coffee|커피를 타다|to make coffee
목소리|voice|좋은 목소리|good voice|목소리가 크다|voice is loud
전화7|telephone|전화를 받다|to answer the phone|전화를 걸다|to make a phone call
천1|fabric|비단 천|silk fabric|천으로 만들다|to make with fabric
특히|especially|특히 좋아해요|especially like it|특히 중요한|especially important
돌아오다|to come back|집에 돌아오다|to come back home|늦게 돌아오다|to come back late
숙제를|homework|숙제를 하다|to do homework|숙제를 내다|to submit homework
호응|response|큰 호응|great response|호응을 얻다|to get a response
가슴1|chest|가슴이 아프다|chest hurts|가슴을 펴다|to puff out one's chest
학기가|semester|새 학기가|new semester|학기가 끝나다|semester ends
너희|you guys|너희들은|you guys are|너희 집|your house
길다2|to be long|밤이 길다|the night is long|머리가 길다|hair is long
시키다1|to order|음식을 시키다|to order food|배달을 시키다|to order delivery
제품2|product|새로운 제품|new product|제품을 만들다|to make a product
회사4|company|큰 회사|big company|회사에 다니다|to work at a company
피우다1|to smoke|담배를 피우다|to smoke cigarettes|불을 피우다|to light a fire
올라가다|to go up|위로 올라가다|to go up|계단을 올라가다|to go up stairs
맛1|taste|좋은 맛|good taste|맛이 있다|to be tasty
카드를|card|카드를 내다|to pay with card|카드를 긁다|to swipe a card
귀엽다|to be cute|아기가 귀엽다|the baby is cute|귀여운 강아지|cute puppy
매우1|very|매우 좋다|very good|매우 빠르다|very fast
눈이|eyes|눈이 아프다|eyes hurt|눈이 크다|eyes are big
순간3|moment|그 순간|that moment|잠깐의 순간|brief moment
오르다|to rise|가격이 오르다|price rises|산에 오르다|to climb a mountain
게스트하우스|guesthouse|게스트하우스에 머물다|to stay at guesthouse|싼 게스트하우스|cheap guesthouse
가족1|family|우리 가족|our family|가족과 함께|together with family
음식|food|맛있는 음식|delicious food|음식을 만들다|to make food
저녁을|dinner (object)|저녁을 먹다|to eat dinner|저녁을 준비하다|to prepare dinner
싫다1|to dislike|공부가 싫다|I dislike studying|일이 싫어요|I hate work
꼭3|definitely|꼭 와야 해|you must come|꼭 필요해요|it's definitely necessary
크림빵|cream bread|크림빵을 사다|to buy cream bread|달콤한 크림빵|sweet cream bread
미안하다|to be sorry|정말 미안해요|I'm really sorry|미안한 마음|apologetic feelings
계획1|plan|여행 계획|travel plan|계획을 세우다|to make a plan
빌리다|to borrow|책을 빌리다|to borrow a book|돈을 빌리다|to borrow money
당시2|at that time|당시 상황|the situation at that time|당시에는|back then
아내1|wife|사랑하는 아내|beloved wife|아내와 함께|together with wife
게임하다|to play games|컴퓨터 게임하다|to play computer games|친구와 게임하다|to play games with friends
어린이1|child|어린이 놀이터|children's playground|어린이를 위한|for children
세1|counting unit|책 세 권|three books|사람 세 명|three people
시간이|time (subject)|시간이 없다|there's no time|시간이 빨라요|time goes fast
열심히|diligently|열심히 공부하다|to study hard|열심히 일하다|to work diligently
차6|car|새 차|new car|차를 운전하다|to drive a car
스물(스무)|twenty|스무 살|twenty years old|스무 개|twenty pieces
살짝1|slightly|살짝 열어요|open it slightly|살짝 만지다|to touch lightly
놀다1|to play|친구와 놀다|to play with friends|공원에서 놀다|to play in the park
여기저기|here and there|여기저기 찾다|to look here and there|여기저기 다니다|to go around everywhere
잠깐|a moment|잠깐만요|just a moment|잠깐 기다리다|to wait a moment
도시3|city|큰 도시|big city|도시 생활|city life
날씨1|weather|좋은 날씨|good weather|날씨가 춥다|the weather is cold
돌아가다|to return|집에 돌아가다|to return home|고향으로 돌아가다|to return to hometown
나이1|age|나이가 많다|to be old|나이를 묻다|to ask about age
실례지만|excuse me but|실례지만 질문이|excuse me, but I have a question|실례지만 시간이|excuse me, but what time
지키다1|to keep|약속을 지키다|to keep a promise|규칙을 지키다|to follow rules
배우다1|to learn|한국어를 배우다|to learn Korean|요리를 배우다|to learn cooking
빨래하다|to do laundry|빨래하는 날|laundry day|빨래하고 있어요|doing laundry
확인하다|to confirm|시간을 확인하다|to check the time|예약을 확인하다|to confirm reservation
어2|oh|어, 정말요?|oh, really?|어, 깜짝이야!|oh, what a surprise!
내년|next year|내년 계획|next year's plan|내년에 만나요|see you next year
고개1|head|고개를 돌리다|to turn one's head|고개를 끄덕이다|to nod one's head
그럼1|then|그럼 가자|then let's go|그럼 안녕|then goodbye
문5|door|문을 열다|to open the door|문을 닫다|to close the door
억4|hundred million|1억 원|100 million won|억 단위|hundred million unit
저4|that|저 사람|that person|저 건물|that building
토요일|Saturday|토요일 오후|Saturday afternoon|토요일 모임|Saturday meeting
뜻|meaning|단어의 뜻|word meaning|좋은 뜻|good meaning
배2|ship|배를 띄우다|to launch a ship|배를 타다|to board a ship
학기2|semester|새 학기|new semester|학기말 시험|final exam
항상|always|항상 감사해요|always grateful|항상 바쁘다|always busy
산1|mountain|높은 산|high mountain|산에 오르다|to climb a mountain
여덟|eight|여덟 시|eight o'clock|여덟 명|eight people
기억2|memory|좋은 기억|good memory|기억이 나다|to remember
새6|new|새 옷|new clothes|새로운 시작|new beginning
누굴|whom|누굴 만났어요?|whom did you meet?|누굴 찾아요?|whom are you looking for?
안녕|goodbye|안녕히 가세요|goodbye (to leaving)|안녕히 계세요|goodbye (to staying)
하지만|but|하지만 괜찮아요|but it's okay|하지만 어려워요|but it's difficult
여행을|||||
후보4|candidate|대선 후보|presidential candidate|후보자 등록|candidate registration
그동안|during that time|그동안 고생했어요|you worked hard during that time|그동안 어떻게 지냈어요|how have you been during that time
지난달|last month|지난달에 만났어요|we met last month|지난달 매출|last month's sales
무섭다|to be scary|무서운 영화|scary movie|너무 무서워요|it's too scary
갑자기|suddenly|갑자기 비가 왔어요|it suddenly rained|갑자기 생각났어요|I suddenly remembered
판1|round|마지막 판|last round|한 판 더|one more round
잠시|briefly|잠시만 기다려주세요|please wait briefly|잠시 들러요|drop by briefly
바람1|wind|바람이 불어요|the wind is blowing|시원한 바람|cool breeze
축하하다|to congratulate|생일을 축하하다|to congratulate on birthday|합격을 축하해요|congratulations on passing
비슷하다2|to be similar|비슷한 모양|similar shape|서로 비슷해요|they're similar to each other
노래1|song|좋은 노래|good song|노래를 부르다|to sing a song
그림을|drawing|그림을 그리다|to draw a picture|예쁜 그림|pretty picture
나쁘다1|to be bad|나쁜 사람|bad person|기분이 나빠요|I feel bad
공부1|study|열심히 공부하다|to study hard|공부 시간|study time
끄다1|to turn off|불을 끄다|to turn off the light|텔레비전을 끄다|to turn off the TV
궁금하다1|to be curious|궁금한 일|curious matter|너무 궁금해요|I'm very curious
분1|minute|한 분|one minute|몇 분 걸려요|it takes a few minutes
한식4|Korean food|한식 레스토랑|Korean food restaurant|한식을 좋아해요|I like Korean food
과정3|process|학습 과정|learning process|복잡한 과정|complex process
불1|fire|불이 나다|fire breaks out|불을 피우다|to light a fire
독서를|reading|독서를 하다|to do reading|독서 시간|reading time
빠지다1|to fall out|머리가 빠지다|hair falls out|치아가 빠지다|tooth falls out
학년|grade|몇 학년이에요|what grade are you|새 학년|new grade
차3|order|첫 번째 차|first order|다음 차례|next turn
자체2|itself|그 자체로|by itself|문제 자체|the problem itself
신문10|newspaper|아침 신문|morning newspaper|신문을 읽다|to read a newspaper
조용하다1|to be quiet|조용한 곳|quiet place|조용히 하다|to be quiet
옷1|clothes|새 옷|new clothes|옷을 입다|to wear clothes
이해하다2|to understand|내용을 이해하다|to understand the content|이해가 안 돼요|I don't understand
냉면|cold noodles|물냉면|water cold noodles|냉면을 먹다|to eat cold noodles
아마1|probably|아마 올 거야|probably will come|아마 맞을 거예요|probably correct
선생1|teacher|선생님|teacher|우리 선생|our teacher
둘(두)|two|둘이서|the two of us|두 개|two pieces
남다1|to remain|시간이 남다|time remains|돈이 남았어요|money is left over
기분1|mood|기분이 좋다|in a good mood|기분 나쁘다|in a bad mood
물어보다|to ask|길을 물어보다|to ask for directions|선생님께 물어보다|to ask the teacher
가격3|price|가격이 비싸다|the price is expensive|가격을 확인하다|to check the price
꿈1|dream|좋은 꿈|good dream|꿈을 꾸다|to have a dream
약속이|appointment|약속이 있다|to have an appointment|약속을 지키다|to keep a promise
가능하다|to be possible|가능한 일|possible thing|가능할까요?|is it possible?
회의4|meeting|중요한 회의|important meeting|회의에 참석하다|to attend a meeting
소풍을|picnic|소풍을 가다|to go on a picnic|학교 소풍|school picnic
움직이다|to move|몸을 움직이다|to move the body|움직이지 마세요|don't move
이야기하다|to talk|친구와 이야기하다|to talk with a friend|재미있는 이야기|interesting story
네2|yes|네, 맞아요|yes, that's right|네, 알겠습니다|yes, I understand
죄송하다|to be sorry|정말 죄송해요|I'm really sorry|죄송합니다만|I'm sorry, but
나무1|tree|큰 나무|big tree|나무를 심다|to plant a tree
운동화|sneakers|새 운동화|new sneakers|운동화를 신다|to wear sneakers
원하다2|to want|뭘 원해요?|what do you want?|원하는 것|what one wants
자다1|to sleep|일찍 자다|to sleep early|잠을 자다|to sleep
사거리|intersection|큰 사거리|big intersection|사거리에서 만나다|to meet at the intersection
소식4|news|좋은 소식|good news|소식을 듣다|to hear news
이때|at this time|이때까지|until now|이때부터|from this time
여행사|travel agency|여행사 직원|travel agency staff|여행사에 문의하다|to inquire at a travel agency
만큼|as much as|할 수 있는 만큼|as much as possible|생각한 만큼|as much as expected
물건|thing|비싼 물건|expensive item|물건을 사다|to buy things
케이크|cake|생일 케이크|birthday cake|케이크를 만들다|to make a cake
애1|child|애가 타다|to be anxious|애를 쓰다|to make an effort
발1|foot|발이 아프다|foot hurts|발을 씻다|to wash feet
여섯|six|여섯 개|six pieces|여섯 시|six o'clock
지2|since|만난 지 오래되다|it's been long since we met|온 지 얼마나|how long since coming
둘1|two|둘 다|both|둘이서|just the two of us
댁1|house|어느 댁|which house|댁에서|at home
사진7|photograph|사진을 찍다|to take a photo|가족 사진|family photo
설명하다|to explain|자세히 설명하다|to explain in detail|설명해 주다|to give an explanation
운전하다|to drive|차를 운전하다|to drive a car|운전을 배우다|to learn to drive
새끼2|offspring|강아지 새끼|puppy|새끼를 낳다|to give birth to offspring
살4|years old|한 살|one year old|몇 살|how old
걸리다1|to be hung|벽에 걸리다|to be hung on the wall|목에 걸리다|to be worn around the neck
맞추다1|to match|시간을 맞추다|to match the time|답을 맞추다|to get the answer right
아프다|to be sick|머리가 아프다|to have a headache|배가 아프다|to have a stomachache
달다3|to attach|단추를 달다|to attach a button|방울을 달다|to attach a bell
다양하다1|to be diverse|다양한 음식|diverse food|다양하게 준비하다|to prepare diversely
적다2|to be little|경험이 적다|to have little experience|돈이 적다|to have little money
왼쪽|left side|왼쪽으로 가다|to go to the left|왼쪽 구석|left corner
나타나다|to appear|갑자기 나타나다|to appear suddenly|결과가 나타나다|results appear
비1|rain|비가 내리다|it's raining|비를 맞다|to get rained on
부모님|parents|부모님께 인사|greet parents|부모님을 모시다|to serve one's parents
얻다1|to obtain|기회를 얻다|to get an opportunity|정보를 얻다|to obtain information
고향2|hometown|고향에 가다|to go to hometown|고향이 그립다|to miss one's hometown
베트남말|Vietnamese|베트남말을 배우다|to learn Vietnamese|베트남말로 말하다|to speak in Vietnamese
빠르다|to be fast|시간이 빠르다|time is fast|빠른 속도|fast speed
놀라다|to be surprised|깜짝 놀라다|to be startled|놀라서 소리치다|to scream in surprise
이따가|later|이따가 만나요|see you later|이따가 전화할게|I'll call later
준비|preparation|시험 준비|exam preparation|준비를 하다|to prepare
울다1|to cry|소리내어 울다|to cry out loud|슬퍼서 울다|to cry from sadness
사11|four|사과 네 개|four apples|사시 방향|four directions
표정3|expression|기쁜 표정|happy expression|표정이 어둡다|expression is dark
지내다1|to spend time|잘 지내다|to be doing well|하루를 지내다|to spend a day
방학하다|to have vacation|여름방학하다|to have summer vacation|방학하고 쉬다|to rest during vacation
느낌|feeling|좋은 느낌|good feeling|이상한 느낌|strange feeling
결혼|marriage|결혼 준비|wedding preparation|결혼을 하다|to get married
내려가다|to go down|아래로 내려가다|to go downstairs|산을 내려가다|to go down the mountain
선배|senior|회사 선배|company senior|선배님께 인사|greet a senior
동생1|younger sibling|남동생과 여동생|younger brother and sister|동생을 돌보다|to take care of younger sibling
그제|the day before yesterday|그제 만났어요|met the day before yesterday|그제 일이에요|it happened the day before yesterday
가능성|possibility|성공할 가능성|possibility of success|가능성이 높다|high possibility
예6|yes|예, 맞습니다|yes, that's right|예, 알겠습니다|yes, I understand
강1|river|한강에서 놀다|to play at Han River|강을 건너다|to cross a river
질문|question|질문이 있어요|I have a question|질문에 답하다|to answer a question
오후2|afternoon|오후 시간|afternoon time|오후에 만나다|to meet in the afternoon
서양|the West|서양 음악|Western music|서양 문화|Western culture
모양2|appearance|이상한 모양|strange appearance|예쁜 모양|pretty appearance
아기1|baby|귀여운 아기|cute baby|아기가 울다|baby is crying
친구를|||||
선수5|athlete|축구 선수|soccer player|유명한 선수|famous athlete
아저씨|uncle|친절한 아저씨|kind uncle|아저씨 안녕하세요|hello uncle
셋(세)|three|셋이서 가다|three people going|셋째 아이|third child
훨씬|much more|훨씬 좋다|much better|훨씬 빠르다|much faster
옛날|old days|옛날 이야기|old story|옛날에는|in the old days
노래하다|to sing|노래를 하다|to sing a song|함께 노래하다|to sing together
전혀1|not at all|전혀 모르다|don't know at all|전혀 안 좋다|not good at all
달5|month|한 달|one month|몇 달|several months
마리1|counter for animals|한 마리|one animal|두 마리|two animals
효과음|||||
참1|really|참 좋다|really good|참 예쁘다|really pretty
들1|field|넓은 들|wide field|들에서 놀다|to play in the field
국민|citizen|우리 국민|our citizens|국민의 의무|citizen's duty
이곳|this place|이곳에서|at this place|이곳은|this place is
어서1|quickly|어서 오세요|please come quickly|어서 가자|let's go quickly
걱정|worry|걱정하지 마|don't worry|걱정이 많다|have many worries
딸1|daughter|예쁜 딸|pretty daughter|첫째 딸|first daughter
사진을|||||
안되다1|to not work|공부가 안되다|studying doesn't work|일이 안되다|work doesn't go well
경찰4|police|경찰서|police station|경찰관|police officer
저쪽|that way|저쪽으로|toward that way|저쪽에서|from over there
의미2|meaning|깊은 의미|deep meaning|의미가 있다|to have meaning
저녁|evening|저녁 식사|dinner|저녁에 만나다|to meet in the evening
축구4|soccer|축구 경기|soccer game|축구를 하다|to play soccer
말다1|to roll up|소매를 말다|to roll up sleeves|이불을 말다|to roll up a blanket
그러면|then|그러면 가자|then let's go|그러면 어떻게|then how
글쎄요|well|글쎄요 모르겠어요|well I don't know|글쎄요 그럴까요|well maybe
바라보다|to look at|하늘을 바라보다|to look at the sky|미래를 바라보다|to look toward the future
넓다|to be wide|넓은 마당|wide yard|길이 넓다|the road is wide
바나나|banana|바나나 우유|banana milk|바나나를 먹다|to eat a banana
아유1|oh my|아유 깜짝이야|oh my what a surprise|아유 피곤해|oh my I'm tired
시험3|test|시험을 보다|to take a test|시험 공부|test study
일기예보|weather forecast|일기예보를 보다|to watch the weather forecast|내일 일기예보|tomorrow's weather forecast
관심1|interest|관심이 많다|to have much interest|관심을 갖다|to take interest
잠1|sleep|잠을 자다|to sleep|잠이 오다|sleepiness comes
비빔밥|bibimbap|비빔밥 한 그릇|a bowl of bibimbap|비빔밥을 만들다|to make bibimbap
멈추다|to stop|차가 멈추다|the car stops|멈춰 서다|to stop and stand
건강3|health|건강한 몸|healthy body|건강을 챙기다|to take care of health
오른쪽|right side|오른쪽으로 가다|to go to the right|오른쪽 손|right hand
대부분|most|대부분의 사람|most people|대부분 좋아해요|most people like it
가깝다|to be close|집이 가깝다|home is close|가까운 친구|close friend
화요일|Tuesday|화요일에 만나자|let's meet on Tuesday|다음 화요일|next Tuesday
멋지다|to be cool|멋진 사람|cool person|정말 멋져요|really cool
건물3|building|높은 건물|tall building|새로운 건물|new building
풍선을|||||
현장3|scene|사고 현장|accident scene|현장에 가다|to go to the scene
외국2|foreign country|외국 여행|foreign travel|외국에서 살다|to live in a foreign country
넷(네)|four|넷째 날|fourth day|넷이서 가다|to go as a group of four
약1|medicine|약이 오르다|medicine prices rise|약을 먹다|to take medicine
밑1|bottom|책상 밑|under the desk|나무 밑|under the tree
표2|ticket|영화표|movie ticket|표를 사다|to buy a ticket
저거1|that thing|저거 뭐야|what's that|저거 주세요|please give me that
어른1|adult|어른이 되다|to become an adult|어른을 공경하다|to respect adults
딸기|strawberry|딸기 케이크|strawberry cake|딸기를 따다|to pick strawberries
주변4|surroundings|학교 주변|around the school|주변 사람들|people around
팔다|to sell|물건을 팔다|to sell goods|집을 팔다|to sell a house
알겠습니다|I understand|네, 알겠습니다|yes, I understand|잘 알겠습니다|I understand well
들리다3|to be heard|소리가 들리다|a sound is heard|잘 들리다|to be heard well
일하다|to work|회사에서 일하다|to work at a company|열심히 일하다|to work hard
스키장|ski resort|스키장에 가다|to go to a ski resort|스키장이 붐비다|the ski resort is crowded
붙다|to stick|벽에 붙다|to stick to the wall|붙어 있다|to be attached
팀1|team|우리 팀|our team|팀을 만들다|to form a team
자장면|jajangmyeon|자장면 먹자|let's eat jajangmyeon|자장면을 주문하다|to order jajangmyeon
다리1|leg|다리가 아프다|leg hurts|다리를 다치다|to injure one's leg
부모1|parents|부모님께 인사|greetings to parents|부모를 공경하다|to honor one's parents
걸다2|to hang|옷을 걸다|to hang clothes|옷걸이에 걸다|to hang on a hanger
행복하다|to be happy|행복한 가정|happy family|행복하게 살다|to live happily
그날|that day|그날 밤|that night|그날 일|what happened that day
공책1|notebook|공책에 쓰다|to write in a notebook|새 공책|new notebook
작품1|work of art|예술 작품|work of art|작품을 만들다|to create a work
담배|cigarette|담배를 피우다|to smoke cigarettes|담배를 끊다|to quit smoking
맵다|to be spicy|매운 음식|spicy food|맵게 먹다|to eat spicy
뿐1|only|그것뿐이다|that's all|너뿐이야|only you
태어나다|to be born|아기가 태어나다|a baby is born|서울에서 태어나다|to be born in Seoul
자전거|bicycle|자전거를 타다|to ride a bicycle|자전거 도로|bicycle path
똑같다|to be the same|똑같은 모양|the same shape|똑같이 하다|to do the same way
벌써|already|벌써 왔어요|already came|벌써 끝났다|already finished
구1|nine|구시에 만나자|let's meet at nine|구번 버스|bus number nine
이상하다|to be strange|이상한 일|strange thing|이상하게 생각하다|to think it's strange
환자3|patient|환자를 진료하다|to treat a patient|중환자실|intensive care unit
음력2|lunar calendar|음력 설날|lunar New Year|음력으로 계산하다|to calculate by lunar calendar
막다1|to block|길을 막다|to block the road|문을 막다|to block the door
대화6|conversation|대화를 나누다|to have a conversation|대화 상대|conversation partner
해수욕장에|at the beach|해수욕장에 가다|to go to the beach|해수욕장에서 수영하다|to swim at the beach
올리다1|to raise|손을 올리다|to raise one's hand|가격을 올리다|to raise the price
멀다2|to be far|집이 멀다|home is far|멀리서 보다|to see from far away
어린이날|Children's Day|어린이날 선물|Children's Day gift|어린이날 행사|Children's Day event
이용하다1|to use|버스를 이용하다|to use the bus|시설을 이용하다|to use facilities
버스2|bus|버스를 타다|to take the bus|버스 정류장|bus stop
그렇지만|however|그렇지만 괜찮아요|however, it's okay|그렇지만 어려워요|however, it's difficult
입장4|position|입장을 표명하다|to express one's position|어려운 입장|difficult position
제일4|first|제일 좋은|the best|제일 먼저|first of all
잡수시다|to eat|진지를 잡수시다|to have a meal|많이 잡수세요|please eat a lot
장22|sheet|종이 한 장|one sheet of paper|사진 두 장|two photos
해1|sun|해가 뜨다|the sun rises|해가 지다|the sun sets
출발하다|to depart|기차가 출발하다|the train departs|여행을 출발하다|to depart on a trip
도와주다|to help|친구를 도와주다|to help a friend|숙제를 도와주다|to help with homework
잃다|to lose|열쇠를 잃다|to lose keys|기억을 잃다|to lose memory
비행기|airplane|비행기 표|airplane ticket|비행기를 타다|to board an airplane
전하다|to convey|소식을 전하다|to convey news|메시지를 전하다|to deliver a message
달러|dollar|십 달러|ten dollars|달러로 계산하다|to calculate in dollars
주3|main|주 고객|main customer|주 업무|main work
그러다|to do so|그러다 보니|as I did so|그러다가 실패했다|ended up failing while doing so
그러니까|so|그러니까 늦었어|so I'm late|그러니까 말이야|so you see
오십|fifty|오십 원|fifty won|오십 명|fifty people
드리다1|to give|도움을 드리다|to give help|선물을 드리다|to give a gift
값|price|물건 값|price of goods|비싼 값|expensive price
젓가락|chopsticks|젓가락질하다|to use chopsticks|나무 젓가락|wooden chopsticks
냄새|smell|좋은 냄새|good smell|냄새가 나다|to have a smell
언제나|always|언제나 행복해|always happy|언제나 기다려|always waiting
삼6|three|삼 개|three pieces|삼 시|three o'clock
땅1|land|넓은 땅|wide land|땅을 사다|to buy land
자동차|car|새 자동차|new car|자동차를 운전하다|to drive a car
호주|Australia|호주 여행|trip to Australia|호주에 살다|to live in Australia
기회3|opportunity|좋은 기회|good opportunity|기회를 놓치다|to miss an opportunity
개월|month|세 개월|three months|개월 수|number of months
싣다1|to load|짐을 싣다|to load luggage|트럭에 싣다|to load on a truck
인생1|life|행복한 인생|happy life|인생 경험|life experience
눈물1|tears|기쁜 눈물|tears of joy|눈물을 흘리다|to shed tears
지하|underground|지하 주차장|underground parking|지하에 살다|to live underground
오히려|rather|오히려 좋다|rather good|오히려 쉬워요|it's rather easy
아니1|no|아니에요|no|아니야|no
놀이공원|amusement park|놀이공원에 가다|to go to an amusement park|놀이공원 티켓|amusement park ticket
수사|investigation|수사를 하다|to investigate|수사 결과|investigation result
주인1|owner|집 주인|house owner|가게 주인|store owner
창문|window|창문을 열다|to open a window|창문 너머|through the window
기사2|technician|기술 기사|technical engineer|기사 자격증|technician license
귀1|ear|귀가 아프다|ear hurts|귀를 기울이다|to listen carefully
전주|Jeonju|전주 비빔밥|Jeonju bibimbap|전주에 가다|to go to Jeonju
정보6|information|개인 정보|personal information|정보를 얻다|to get information
어떠하다|to be how|기분이 어떠세요|how do you feel|날씨가 어떠니|how is the weather
그릇1|bowl|밥그릇|rice bowl|그릇을 씻다|to wash dishes
묻다1|to get dirty|옷에 흙이 묻다|dirt gets on clothes|손에 묻다|to get on hands
배1|belly|배가 아프다|stomach hurts|배를 만지다|to touch the belly
짧다|to be short|머리가 짧다|hair is short|시간이 짧다|time is short
알아보다|to find out|전화번호를 알아보다|to find out phone number|가격을 알아보다|to check the price
아파트|apartment|아파트에 살다|to live in an apartment|새 아파트|new apartment
형제1|brothers|형제가 많다|have many brothers|형제 사이|between brothers
대박|jackpot|대박이야|that's awesome|로또 대박|lottery jackpot
가끔|sometimes|가끔 만나다|to meet sometimes|가끔씩 연락하다|to contact occasionally
와2|wow|와 대단해|wow amazing|와 정말|wow really
듯1|as if|꿈만 듯|as if a dream|아는 듯|as if knowing
술6|spoon|밥 한 술|one spoonful of rice|술로 먹다|to eat with a spoon
농구장|basketball court|농구장에서 놀다|to play at basketball court|학교 농구장|school basketball court
뽑다|to pull out|이를 뽑다|to pull out a tooth|번호를 뽑다|to draw a number
그곳|that place|그곳에 가다|to go to that place|그곳은 어디야|where is that place
이메일|email|이메일 보내다|to send an email|이메일 확인하다|to check email
카메라|camera|카메라로 찍다|to take with a camera|디지털 카메라|digital camera
보다2|more|한층 더 보다|much more|보다 좋다|better
시디1|CD|시디를 듣다|to listen to a CD|시디 플레이어|CD player
셋|three|셋째|third|셋이서|the three of us
바쁘다|to be busy|너무 바쁘다|to be very busy|바쁜 하루|busy day
육2|six|육월|June|육개월|six months
대상|target|연구 대상|research subject|대상을 정하다|to set a target
내려오다|to come down|산에서 내려오다|to come down from the mountain|계단을 내려오다|to come down the stairs
세수하다|to wash face|아침에 세수하다|to wash face in the morning|찬물로 세수하다|to wash face with cold water
초3|early|초봄|early spring|초여름|early summer
손님|guest|손님을 맞다|to greet a guest|귀한 손님|honored guest
배우1|actor|유명한 배우|famous actor|영화 배우|movie actor
자꾸1|repeatedly|자꾸 말하다|to keep saying|자꾸 생각나다|to keep thinking of
뉴스|news|뉴스를 보다|to watch the news|아침 뉴스|morning news
달력|calendar|달력을 보다|to look at the calendar|벽 달력|wall calendar
시장3|mayor|시장 선거|mayoral election|시장을 만나다|to meet the mayor
수업4|class|수업을 듣다|to attend class|영어 수업|English class
길을|||||
엄청나다|to be tremendous|엄청난 양|tremendous amount|엄청 크다|incredibly big
층2|floor|2층|second floor|층을 올라가다|to go up a floor
등산하다|to hike|주말에 등산하다|to hike on weekends|산을 등산하다|to hike a mountain
월2|month|이번 달|this month|몇 월|what month
식사3|meal|식사를 하다|to have a meal|저녁 식사|dinner
안녕히|peacefully|안녕히 가세요|goodbye (to leaving person)|안녕히 계세요|goodbye (to staying person)
북한|North Korea|북한 지역|North Korean region|북한과의 관계|relations with North Korea
안다1|to know|길을 안다|to know the way|사실을 안다|to know the fact
지하도|underground passage|지하도를 통과하다|to pass through underground passage|지하도 입구|underground passage entrance
알리다|to inform|소식을 알리다|to inform news|미리 알리다|to notify in advance
