130	일흔	seventy	나이 *일흔*|*일흔* 살|*일흔* 명	seventy years old|seventy years old|seventy people	[sound::row130_chunk1.wav]|[sound:row130_chunk2.wav]|[sound:row130_chunk3.wav]
131	사탕	candy	달콤한 *사탕*|*사탕*을 먹다|*사탕* 한 봉지	sweet candy|to eat candy|a bag of candy	[sound::row131_chunk1.wav]|[sound:row131_chunk2.wav]|[sound:row131_chunk3.wav]
132	예순	sixty	나이 *예순*|*예순* 살|*예순* 명	sixty years old|sixty years old|sixty people	[sound::row132_chunk1.wav]|[sound:row132_chunk2.wav]|[sound:row132_chunk3.wav]
133	쉰	fifty	나이 *쉰*|*쉰* 살|*쉰* 명	fifty years old|fifty years old|fifty people	[sound::row133_chunk1.wav]|[sound:row133_chunk2.wav]|[sound:row133_chunk3.wav]
134	아흔	ninety	*아흔* 살|*아흔* 명|나이 *아흔*	ninety years old|ninety people|ninety years of age	[sound::row134_chunk1.wav]|[sound:row134_chunk2.wav]|[sound:row134_chunk3.wav]
135	경복궁	Gyeongbokgung Palace	*경복궁* 나들이|*경복궁*에 가다|*경복궁* 근정전	outing to Gyeongbokgung|to go to Gyeongbokgung|Geunjeongjeon of Gyeongbokgung	[sound::row135_chunk1.wav]|[sound:row135_chunk2.wav]|[sound:row135_chunk3.wav]
136	설악산	Seoraksan Mountain	*설악산* 등산|가을 *설악산*|*설악산* 국립공원	climbing Seoraksan|Seoraksan in autumn|Seoraksan National Park	[sound::row136_chunk1.wav]|[sound:row136_chunk2.wav]|[sound:row136_chunk3.wav]
137	대하다	to treat / to face	사람을 *대하다*|문제를 *대하는* 태도|나를 따뜻하게 *대하다*	to treat a person|attitude toward a problem|to treat me warmly	[sound::row137_chunk1.wav]|[sound:row137_chunk2.wav]|[sound:row137_chunk3.wav]
138	사회	society	한국 *사회*|*사회* 문제|*사회*에 나가다	Korean society|social issues|to go out into society	[sound::row138_chunk1.wav]|[sound:row138_chunk2.wav]|[sound:row138_chunk3.wav]
139	경우	case / situation	비가 올 *경우*|그런 *경우*가 많다|이런 *경우*에는	in case of rain|there are many such cases|in this case	[sound::row139_chunk1.wav]|[sound:row139_chunk2.wav]|[sound:row139_chunk3.wav]
140	자신	oneself	*자신*이 없다|*자신*을 믿다|*자신*의 일	to lack confidence|to believe in oneself|one's own work	[sound::row140_chunk1.wav]|[sound:row140_chunk2.wav]|[sound:row140_chunk3.wav]
141	문화	culture	전통 *문화*|*문화* 차이|*문화* 생활	traditional culture|cultural difference|cultural life	[sound::row141_chunk1.wav]|[sound:row141_chunk2.wav]|[sound:row141_chunk3.wav]
142	통하다	to communicate / to pass	말이 *통하다*|공기가 *통하다*|영어로 *통했다*	to understand each other|to be well-ventilated|communicated in English	[sound::row142_chunk1.wav]|[sound:row142_chunk2.wav]|[sound:row142_chunk3.wav]
143	정도	degree / about	어느 *정도*|한 달 *정도*|심할 *정도*로	to some degree|about a month|to an extreme degree	[sound::row143_chunk1.wav]|[sound:row143_chunk2.wav]|[sound:row143_chunk3.wav]
144	의하다	to be due to / based on	법에 *의하다*|소문에 *의하면*|조사에 *의한* 결과	to be according to the law|according to rumors|results based on the survey	[sound::row144_chunk1.wav]|[sound:row144_chunk2.wav]|[sound:row144_chunk3.wav]
145	시대	era / age	조선 *시대*|평화로운 *시대*|*시대*가 변하다	Joseon dynasty era|a peaceful era|the times are changing	[sound::row145_chunk1.wav]|[sound:row145_chunk2.wav]|[sound:row145_chunk3.wav]
146	이러하다	to be like this	사정이 *이러하다*|*이러한* 이유로|세상은 *이러해요*	the situation is like this|for this reason|the world is like this	[sound::row146_chunk1.wav]|[sound:row146_chunk2.wav]|[sound:row146_chunk3.wav]
147	자기	oneself	*자기* 소개|*자기* 주도|*자기*밖에 모르다	self-introduction|self-directed|to care only for oneself	[sound::row147_chunk1.wav]|[sound:row147_chunk2.wav]|[sound:row147_chunk3.wav]
148	대통령	president	*대통령* 선거|한국 *대통령*|*대통령*이 되다	presidential election|South Korean president|to become president	[sound::row148_chunk1.wav]|[sound:row148_chunk2.wav]|[sound:row148_chunk3.wav]
149	가지	kind / sort / type	여러 *가지*|한 *가지* 일|세 *가지* 색	various kinds|one type of work|three kinds of colors	[sound::row149_chunk1.wav]|[sound:row149_chunk2.wav]|[sound:row149_chunk3.wav]
150	국가	nation / state	*국가* 안보|선진 *국가*|*국가* 대표	national security|developed nation|national representative	[sound::row150_chunk1.wav]|[sound:row150_chunk2.wav]|[sound:row150_chunk3.wav]
151	여성	woman / female	*여성*복 매장|현대 *여성*|*여성*의 권리	women's clothing store|modern woman|women's rights	[sound::row151_chunk1.wav]|[sound:row151_chunk2.wav]|[sound:row151_chunk3.wav]
152	관계	relationship / connection	인간 *관계*|상관 *관계*|*관계*가 깊다	human relations|correlation|to be deeply related	[sound::row152_chunk1.wav]|[sound:row152_chunk2.wav]|[sound:row152_chunk3.wav]
153	나타나다	to appear / to emerge	효과가 *나타나다*|앞에 *나타나다*|증상이 *나타났다*	for effects to show|to appear in front|symptoms appeared	[sound::row153_chunk1.wav]|[sound:row153_chunk2.wav]|[sound:row153_chunk3.wav]
154	지역	region / area	서울 *지역*|낙후된 *지역*|특수 *지역*	Seoul area|underdeveloped region|special area	[sound::row154_chunk1.wav]|[sound:row154_chunk2.wav]|[sound:row154_chunk3.wav]
155	모습	appearance / figure	옛 *모습*|웃는 *모습*|*모습*을 드러내다	old appearance|the way (one) looks when laughing|to reveal oneself	[sound::row155_chunk1.wav]|[sound:row155_chunk2.wav]|[sound:row155_chunk3.wav]
156	뿐	only / just	너*뿐*이야|그*뿐*만 아니라|소문일 *뿐*이다	it's only you|not only that|it's just a rumor	[sound::row156_chunk1.wav]|[sound:row156_chunk2.wav]|[sound:row156_chunk3.wav]
157	교육	education	의무 *교육*|*교육* 제도|아이를 *교육하다*	compulsory education|education system|to educate a child	[sound::row157_chunk1.wav]|[sound:row157_chunk2.wav]|[sound:row157_chunk3.wav]
158	경제	economy	*경제* 성장|가정 *경제*|*경제*가 어렵다	economic growth|household economy|the economy is struggling	[sound::row158_chunk1.wav]|[sound:row158_chunk2.wav]|[sound:row158_chunk3.wav]
159	결과	result / outcome	시험 *결과*|노력의 *결과*|*결과*를 기다리다	exam results|result of effort|to wait for the result	[sound::row159_chunk1.wav]|[sound:row159_chunk2.wav]|[sound:row159_chunk3.wav]
160	밝히다	to reveal / to light up	사실을 *밝히다*|방을 환하게 *밝히다*|입장을 *밝혔다*	to reveal the truth|to light up a room|revealed one's position	[sound::row160_chunk1.wav]|[sound:row160_chunk2.wav]|[sound:row160_chunk3.wav]
161	정치	politics	*정치* 경제|*정치*에 참여하다|*정치*가 혼란스럽다	politics and economy|to participate in politics|politics are chaotic	[sound::row161_chunk1.wav]|[sound:row161_chunk2.wav]|[sound:row161_chunk3.wav]
162	국민	citizen / the people	대한민국 *국민*|*국민*의 의무|전 *국민*의 관심	Korean citizen|duty of the citizens|interest of the whole nation	[sound::row162_chunk1.wav]|[sound:row162_chunk2.wav]|[sound:row162_chunk3.wav]
163	연구	research / study	학술 *연구*|*연구*를 진행하다|*연구* 결과	academic research|to conduct research|research results	[sound::row163_chunk1.wav]|[sound:row163_chunk2.wav]|[sound:row163_chunk3.wav]
164	짓다	to build / to make	집을 *짓다*|미소를 *짓다*|밥을 *지었다*	to build a house|to make a smile|made rice	[sound::row164_chunk1.wav]|[sound:row164_chunk2.wav]|[sound:row164_chunk3.wav]
165	또한	also / furthermore	*또한* 기쁜 소식|가난하고 *또한* 아프다|편리하며 *또한* 빠르다	also good news|to be poor and also sick|convenient and also fast	[sound::row165_chunk1.wav]|[sound:row165_chunk2.wav]|[sound:row165_chunk3.wav]
166	또는	or	연필 *또는* 볼펜|월요일 *또는* 화요일|사랑 *또는* 우정	pencil or ballpoint pen|Monday or Tuesday|love or friendship	[sound::row166_chunk1.wav]|[sound:row166_chunk2.wav]|[sound:row166_chunk3.wav]
167	세상	world / society	*세상* 밖으로|*세상*에 이런 일이|힘든 *세상*	out into the world|how can this happen in the world|a difficult world	[sound::row167_chunk1.wav]|[sound:row167_chunk2.wav]|[sound:row167_chunk3.wav]
168	즉	in other words / namely	일주일, *즉* 칠일|*즉* 말하자면|*즉* 다시 말해	one week, namely seven days|in other words|that is to say	[sound::row168_chunk1.wav]|[sound:row168_chunk2.wav]|[sound:row168_chunk3.wav]
169	문학	literature	한국 *문학*|*문학* 소녀|현대 *문학*	Korean literature|literary girl|modern literature	[sound::row169_chunk1.wav]|[sound:row169_chunk2.wav]|[sound:row169_chunk3.wav]
170	지방	region / countryside	*지방* 자치|*지방*으로 내려가다|강원도 *지방*	local autonomy|to go down to the provinces|Gangwon-do region	[sound::row170_chunk1.wav]|[sound:row170_chunk2.wav]|[sound:row170_chunk3.wav]
171	환경	environment	자연 *환경*|*환경* 보호|주거 *환경*	natural environment|environmental protection|living environment	[sound::row171_chunk1.wav]|[sound:row171_chunk2.wav]|[sound:row171_chunk3.wav]
172	자체	itself	문제 *자체*|*자체* 제작|그 *자체*로 아름답다	the problem itself|produced in-house|beautiful in itself	[sound::row172_chunk1.wav]|[sound:row172_chunk2.wav]|[sound:row172_chunk3.wav]
173	변화	change	심경의 *변화*|*변화*를 시도하다|날씨의 *변화*	change of heart|to try a change|change in weather	[sound::row173_chunk1.wav]|[sound:row173_chunk2.wav]|[sound:row173_chunk3.wav]
174	관하다	to concern / related to	정치에 *관한* 책|사건에 *관하여*|이에 *관해* 말하다	book about politics|regarding the case|to speak about this	[sound::row174_chunk1.wav]|[sound:row174_chunk2.wav]|[sound:row174_chunk3.wav]
175	나누다	to divide / to share	음식을 *나누다*|대화를 *나누었다*|반으로 *나누다*	to share food|exchanged conversation|to divide in half	[sound::row175_chunk1.wav]|[sound:row175_chunk2.wav]|[sound:row175_chunk3.wav]
176	중심	center / core	마을 *중심*|*중심* 인물|*중심*을 잡다	village center|central figure|to find one's balance	[sound::row176_chunk1.wav]|[sound:row176_chunk2.wav]|[sound:row176_chunk3.wav]
177	활동	activity	봉사 *활동*|*활동*이 왕성하다|경제 *활동*	volunteer activity|to be very active|economic activity	[sound::row177_chunk1.wav]|[sound:row177_chunk2.wav]|[sound:row177_chunk3.wav]
178	관심	interest	*관심*을 끌다|*관심*이 없다|많은 *관심* 부탁드려요	to attract interest|to have no interest|please give us much interest	[sound::row178_chunk1.wav]|[sound:row178_chunk2.wav]|[sound:row178_chunk3.wav]
179	역시	as expected / also	*역시* 최고다|너 *역시* 마찬가지야|*역시* 어렵네	as expected, (it's) the best|you too are the same|it's difficult as expected	[sound::row179_chunk1.wav]|[sound:row179_chunk2.wav]|[sound:row179_chunk3.wav]
180	애	kid / child	*애*가 울다|우리 *애*|*애*를 키우다	a kid is crying|my kid|to raise a child	[sound::row180_chunk1.wav]|[sound:row180_chunk2.wav]|[sound:row180_chunk3.wav]
181	광고	advertisement	TV *광고*|*광고*를 내다|과장 *광고*	TV commercial|to place an ad|exaggerated advertising	[sound::row181_chunk1.wav]|[sound:row181_chunk2.wav]|[sound:row181_chunk3.wav]
182	나다	to end up (aux)	죽고 *나다*|끝나고 *나서*|다 먹고 *나면*	to have died|after it's over|once I finish eating	[sound::row182_chunk1.wav]|[sound:row182_chunk2.wav]|[sound:row182_chunk3.wav]
183	정신	spirit / mind	*정신* 건강|*정신*을 차리다|시대 *정신*	mental health|to collect one's senses|spirit of the times	[sound::row183_chunk1.wav]|[sound:row183_chunk2.wav]|[sound:row183_chunk3.wav]
184	이르다	to reach / to arrive	정상에 *이르다*|결론에 *이르렀다*|목적지에 *이르다*	to reach the summit|reached a conclusion|to arrive at a destination	[sound::row184_chunk1.wav]|[sound:row184_chunk2.wav]|[sound:row184_chunk3.wav]
185	이루다	to achieve / to form	꿈을 *이루다*|가족을 *이루다*|성공을 *이루었다*	to achieve a dream|to start a family|achieved success	[sound::row185_chunk1.wav]|[sound:row185_chunk2.wav]|[sound:row185_chunk3.wav]
186	두다	to do (aux)	먹어 *두다*|알아 *두세요*|적어 *두다*	to eat beforehand|please keep in mind|to write down for later	[sound::row186_chunk1.wav]|[sound:row186_chunk2.wav]|[sound:row186_chunk3.wav]
187	기술	technology / skill	과학 *기술*|운전 *기술*|*기술*을 배우다	science and technology|driving skill|to learn a technique	[sound::row187_chunk1.wav]|[sound:row187_chunk2.wav]|[sound:row187_chunk3.wav]
188	전체	whole / entire	학급 *전체*|*전체* 회의|*전체*적인 분위기	the whole class|full meeting|overall atmosphere	[sound::row188_chunk1.wav]|[sound:row188_chunk2.wav]|[sound:row188_chunk3.wav]
189	얻다	to get / to gain	정보를 *얻다*|용기를 *얻었다*|허락을 *얻다*	to get information|gained courage|to get permission	[sound::row189_chunk1.wav]|[sound:row189_chunk2.wav]|[sound:row189_chunk3.wav]
190	민족	ethnic group / nation	한*민족*|*민족* 예술|*민족* 대이동	the Korean people|folk art|mass migration of the nation	[sound::row190_chunk1.wav]|[sound:row190_chunk2.wav]|[sound:row190_chunk3.wav]
191	간	between / during	부부 *간*|장기간 *간*|서울과 부산 *간*	between husband and wife|for a long period|between Seoul and Busan	[sound::row191_chunk1.wav]|[sound:row191_chunk2.wav]|[sound:row191_chunk3.wav]
192	조사	investigation / survey	실태 *조사*|*조사*를 받다|만족도 *조사*	investigation of the actual state|to be under investigation|satisfaction survey	[sound::row192_chunk1.wav]|[sound:row192_chunk2.wav]|[sound:row192_chunk3.wav]
193	그대로	as it is	있는 *그대로*|말한 *그대로*|*그대로* 멈춰라	just as it is|exactly as said|stop right there	[sound::row193_chunk1.wav]|[sound:row193_chunk2.wav]|[sound:row193_chunk3.wav]
194	줄	how to / way	할 *줄* 알다|갈 *줄* 몰랐어|수영할 *줄* 안다	to know how to do|didn't know (I) would go|knows how to swim	[sound::row194_chunk1.wav]|[sound:row194_chunk2.wav]|[sound:row194_chunk3.wav]
195	년대	era / the 's (years)	1990*년대*|80*년대* 패션|각 *년대*별	the 1990s|80s fashion|by each decade	[sound::row195_chunk1.wav]|[sound:row195_chunk2.wav]|[sound:row195_chunk3.wav]
196	과학	science	*과학* 기술|*과학*적인 방법|*과학* 잡지	science and technology|scientific method|science magazine	[sound::row196_chunk1.wav]|[sound:row196_chunk2.wav]|[sound:row196_chunk3.wav]
197	이루어지다	to consist of / to be achieved	꿈이 *이루어지다*|삼위로 *이루어지다*|합의가 *이루어졌다*	dreams come true|to consist of three parts|an agreement was reached	[sound::row197_chunk1.wav]|[sound:row197_chunk2.wav]|[sound:row197_chunk3.wav]
198	적	time / occasion	어릴 *적*|그럴 *적*마다|갈 *적*에	when (I) was young|every time that happens|when going	[sound::row198_chunk1.wav]|[sound:row198_chunk2.wav]|[sound:row198_chunk3.wav]
199	터	plan / expectation	가려던 *터*에|먹을 *터*이지|그럴 *터*이다	was just about to go|must be going to eat|it is expected to be so	[sound::row199_chunk1.wav]|[sound:row199_chunk2.wav]|[sound:row199_chunk3.wav]
200	바라보다	to look at / to watch	바다를 *바라보다*|물끄러미 *바라봤다*|희망을 *바라보다*	to look out at the sea|stared blankly|to look toward hope	[sound::row200_chunk1.wav]|[sound:row200_chunk2.wav]|[sound:row200_chunk3.wav]
201	대부분	most / majority	학생 *대부분*|*대부분*의 사람|*대부분*이 찬성하다	most of the students|most people|the majority agrees	[sound::row201_chunk1.wav]|[sound:row201_chunk2.wav]|[sound:row201_chunk3.wav]
202	표정	expression / look	밝은 *표정*|*표정*이 어둡다|무표정한 *표정*	bright expression|to have a dark look|blank expression	[sound::row202_chunk1.wav]|[sound:row202_chunk2.wav]|[sound:row202_chunk3.wav]
203	일부	part / portion	주민의 *일부*|*일부* 지역|금액의 *일부*	some of the residents|certain areas|part of the amount	[sound::row203_chunk1.wav]|[sound:row203_chunk2.wav]|[sound:row203_chunk3.wav]
204	고개	head / neck	*고개*를 숙이다|*고개*를 끄덕이다|*고개*를 돌리다	to bow one's head|to nod|to turn one's head	[sound::row204_chunk1.wav]|[sound:row204_chunk2.wav]|[sound:row204_chunk3.wav]
205	성격	personality / character	*성격*이 급하다|밝은 *성격*|*성격* 차이	to be short-tempered|bright personality|personality difference	[sound::row205_chunk1.wav]|[sound:row205_chunk2.wav]|[sound:row205_chunk3.wav]
206	세기	century	21*세기*|수*세기* 동안|*세기*의 대결	21st century|for several centuries|match of the century	[sound::row206_chunk1.wav]|[sound:row206_chunk2.wav]|[sound:row206_chunk3.wav]
207	세우다	to set up / to stop	계획을 *세우다*|차를 *세우다*|기록을 *세웠다*	to make a plan|to stop the car|set a record	[sound::row207_chunk1.wav]|[sound:row207_chunk2.wav]|[sound:row207_chunk3.wav]
208	현재	currently	*현재* 진행 중|*현재*까지의 상황|*현재* 살고 있는	currently in progress|situation until now|currently living	[sound::row208_chunk1.wav]|[sound:row208_chunk2.wav]|[sound:row208_chunk3.wav]
209	발전	development	경제 *발전*|기술의 *발전*|*발전*을 거듭하다	economic development|development of technology|to keep developing	[sound::row209_chunk1.wav]|[sound:row209_chunk2.wav]|[sound:row209_chunk3.wav]
210	향하다	to head toward	서울로 *향하다*|남쪽을 *향해*|성공을 *향한* 길	to head toward Seoul|toward the south|the road toward success	[sound::row210_chunk1.wav]|[sound:row210_chunk2.wav]|[sound:row210_chunk3.wav]
211	관련	relation / connection	업무 *관련*|*관련*이 있다|*관련* 내용을 확인하다	work-related|to have a connection|to check related details	[sound::row211_chunk1.wav]|[sound:row211_chunk2.wav]|[sound:row211_chunk3.wav]
212	각	each / every	*각* 부서|*각* 나라의 문화|*각* 가정에	each department|culture of each country|to every household	[sound::row212_chunk1.wav]|[sound:row212_chunk2.wav]|[sound:row212_chunk3.wav]
213	분위기	atmosphere / mood	좋은 *분위기*|*분위기*가 밝다|카페 *분위기*	good atmosphere|the mood is bright|cafe atmosphere	[sound::row213_chunk1.wav]|[sound:row213_chunk2.wav]|[sound:row213_chunk3.wav]
214	그러하다	to be so	사정이 *그러하다*|*그러한* 사실|항상 *그러하지* 않다	the situation is so|such a fact|it is not always so	[sound::row214_chunk1.wav]|[sound:row214_chunk2.wav]|[sound:row214_chunk3.wav]
215	자기	oneself	*자기* 주관|*자기* 발전을 위해|*자기* 일을 하다	one's own opinion|for self-development|to do one's own work	[sound::row215_chunk1.wav]|[sound:row215_chunk2.wav]|[sound:row215_chunk3.wav]
216	우선	first of all	*우선* 먹자|*우선* 급한 불|무엇보다 *우선*	let's eat first|first, the urgent matter|first of all	[sound::row216_chunk1.wav]|[sound:row216_chunk2.wav]|[sound:row216_chunk3.wav]
217	낳다	to give birth	아기를 *낳다*|알을 *낳다*|결과를 *낳다*	to give birth to a baby|to lay an egg|to produce a result	[sound::row217_chunk1.wav]|[sound:row217_chunk2.wav]|[sound:row217_chunk3.wav]
218	정보	information	유익한 *정보*|*정보*를 얻다|개인 *정보*	useful information|to get information|personal information	[sound::row218_chunk1.wav]|[sound:row218_chunk2.wav]|[sound:row218_chunk3.wav]
219	열리다	to be opened	문이 *열리다*|창문이 *열려* 있다|행사가 *열리다*	the door opens|the window is open|the event is held	[sound::row219_chunk1.wav]|[sound:row219_chunk2.wav]|[sound:row219_chunk3.wav]
220	역할	role	중요한 *역할*|*역할*을 맡다|주인공 *역할*	important role|to take on a role|role of the protagonist	[sound::row220_chunk1.wav]|[sound:row220_chunk2.wav]|[sound:row220_chunk3.wav]
221	국내	domestic / within the country	*국내* 시장|*국내* 여행|*국내*외 정세	domestic market|domestic travel|domestic and international situation	[sound::row221_chunk1.wav]|[sound:row221_chunk2.wav]|[sound:row221_chunk3.wav]
222	예	example	*예*를 들다|*예*외적인 경우|좋은 *예*	to give an example|exceptional case|a good example	[sound::row222_chunk1.wav]|[sound:row222_chunk2.wav]|[sound:row222_chunk3.wav]
223	나서다	to step forward / to set out	앞에 *나서다*|길을 *나서다*|문제를 해결하러 *나섰다*	to step forward|to set out on a journey|stepped forward to solve the problem	[sound::row223_chunk1.wav]|[sound:row223_chunk2.wav]|[sound:row223_chunk3.wav]
224	흐르다	to flow / to pass	강물이 *흐르다*|시간이 *흐르다*|눈물이 *흐르다*	river water flows|time passes|tears flow	[sound::row224_chunk1.wav]|[sound:row224_chunk2.wav]|[sound:row224_chunk3.wav]
225	조건	condition	계약 *조건*|필수 *조건*|*조건*을 제시하다	contract conditions|essential condition|to propose conditions	[sound::row225_chunk1.wav]|[sound:row225_chunk2.wav]|[sound:row225_chunk3.wav]
226	넘다	to cross over / to exceed	산을 *넘다*|백 명을 *넘다*|담을 *넘다*	to cross a mountain|to exceed a hundred people|to climb over a wall	[sound::row226_chunk1.wav]|[sound:row226_chunk2.wav]|[sound:row226_chunk3.wav]
227	가능성	possibility	*가능성*이 있다|희박한 *가능성*|성공 *가능성*	there is a possibility|slim possibility|possibility of success	[sound::row227_chunk1.wav]|[sound:row227_chunk2.wav]|[sound:row227_chunk3.wav]
228	방향	direction	*방향*을 돌리다|반대 *방향*|진행 *방향*	to turn direction|opposite direction|direction of progress	[sound::row228_chunk1.wav]|[sound:row228_chunk2.wav]|[sound:row228_chunk3.wav]
229	대회	competition / meeting	운동 *대회*|*대회*에 참가하다|전국 *대회*	sports competition|to participate in a competition|national competition	[sound::row229_chunk1.wav]|[sound:row229_chunk2.wav]|[sound:row229_chunk3.wav]
230	움직이다	to move	몸을 *움직이다*|천천히 *움직여요*|마음을 *움직이다*	to move one's body|moving slowly|to touch one's heart	[sound::row230_chunk1.wav]|[sound:row230_chunk2.wav]|[sound:row230_chunk3.wav]
231	노력	effort	*노력*을 하다|끊임없는 *노력*|*노력*이 결실을 맺다	to make an effort|ceaseless effort|effort bears fruit	[sound::row231_chunk1.wav]|[sound:row231_chunk2.wav]|[sound:row231_chunk3.wav]
232	전혀	not at all	*전혀* 모르다|*전혀* 다르다|*전혀* 상관없다	to not know at all|to be completely different|to not matter at all	[sound::row232_chunk1.wav]|[sound:row232_chunk2.wav]|[sound:row232_chunk3.wav]
233	단체	group / organization	시민 *단체*|*단체* 행동|*단체* 손님	civic group|group action|group of guests	[sound::row233_chunk1.wav]|[sound:row233_chunk2.wav]|[sound:row233_chunk3.wav]
234	알려지다	to become known	세상에 *알려지다*|이름이 *알려지다*|잘 *알려진* 사실	to be known to the world|the name became famous|well-known fact	[sound::row234_chunk1.wav]|[sound:row234_chunk2.wav]|[sound:row234_chunk3.wav]
235	가능하다	to be possible	이용이 *가능하다*|*가능한* 빨리|실현 *가능한*	use is possible|as soon as possible|feasible	[sound::row235_chunk1.wav]|[sound:row235_chunk2.wav]|[sound:row235_chunk3.wav]
236	능력	ability / capability	업무 *능력*|*능력*이 뛰어나다|*능력*을 발휘하다	work ability|to have great ability|to show one's capability	[sound::row236_chunk1.wav]|[sound:row236_chunk2.wav]|[sound:row236_chunk3.wav]
237	주장하다	to insist / to claim	권리를 *주장하다*|강력히 *주장했다*|자기 의견을 *주장하다*	to claim rights|strongly insisted|to assert one's opinion	[sound::row237_chunk1.wav]|[sound:row237_chunk2.wav]|[sound:row237_chunk3.wav]
238	자식	children / offspring	*자식* 농사|*자식*을 기르다|금쪽같은 *자식*	raising children|to raise children|precious child	[sound::row238_chunk1.wav]|[sound:row238_chunk2.wav]|[sound:row238_chunk3.wav]
239	돌리다	to turn / to spin	고개를 *돌리다*|팽이를 *돌리다*|시선을 *돌리다*	to turn one's head|to spin a top|to turn one's gaze	[sound::row239_chunk1.wav]|[sound:row239_chunk2.wav]|[sound:row239_chunk3.wav]
240	모으다	to gather / to collect	돈을 *모으다*|사람을 *모으다*|우표를 *모으다*	to save money|to gather people|to collect stamps	[sound::row240_chunk1.wav]|[sound:row240_chunk2.wav]|[sound:row240_chunk3.wav]
241	자료	data / material	참고 *자료*|*자료*를 찾다|조사 *자료*	reference material|to look for data|survey data	[sound::row241_chunk1.wav]|[sound:row241_chunk2.wav]|[sound:row241_chunk3.wav]
242	제품	product	신*제품* 출시|전자 *제품*|*제품*을 홍보하다	launch of new product|electronic products|to promote a product	[sound::row242_chunk1.wav]|[sound:row242_chunk2.wav]|[sound:row242_chunk3.wav]
243	사업	business / enterprise	*사업*을 시작하다|개인 *사업*|*사업* 계획	to start a business|private business|business plan	[sound::row243_chunk1.wav]|[sound:row243_chunk2.wav]|[sound:row243_chunk3.wav]
244	지난해	last year	*지난해* 여름|*지난해* 말|*지난해*와 비교하다	last year's summer|end of last year|to compare with last year	[sound::row244_chunk1.wav]|[sound:row244_chunk2.wav]|[sound:row244_chunk3.wav]
245	표현	expression	감정 *표현*|*표현*을 잘하다|말이나 *표현*	expression of emotion|to be good at expressing|words or expressions	[sound::row245_chunk1.wav]|[sound:row245_chunk2.wav]|[sound:row245_chunk3.wav]
246	젊다	to be young	나이가 *젊다*|*젊은* 시절|생각이 *젊다*	to be young|youthful days|to have a young mindset	[sound::row246_chunk1.wav]|[sound:row246_chunk2.wav]|[sound:row246_chunk3.wav]
247	동시	the same time	*동시* 상영|*동시*에 일어나다|*동시* 통역	simultaneous screening|to happen at the same time|simultaneous interpretation	[sound::row247_chunk1.wav]|[sound:row247_chunk2.wav]|[sound:row247_chunk3.wav]
248	순간	moment / instant	결정적인 *순간*|그 *순간*에|찰나의 *순간*	decisive moment|at that moment|a split second	[sound::row248_chunk1.wav]|[sound:row248_chunk2.wav]|[sound:row248_chunk3.wav]
249	전쟁	war	*전쟁*이 나다|말 *전쟁*|*전쟁*을 막다	a war breaks out|war of words|to prevent war	[sound::row249_chunk1.wav]|[sound:row249_chunk2.wav]|[sound:row249_chunk3.wav]
250	마찬가지	the same	나도 *마찬가지*야|어디나 *마찬가지*다|어제와 *마찬가지*로	I am the same|it's the same everywhere|same as yesterday	[sound::row250_chunk1.wav]|[sound:row250_chunk2.wav]|[sound:row250_chunk3.wav]
251	과거	past	*과거*의 일|*과거*를 잊다|화려한 *과거*	thing of the past|to forget the past|glamorous past	[sound::row251_chunk1.wav]|[sound:row251_chunk2.wav]|[sound:row251_chunk3.wav]
252	현대	modern times	*현대* 사회|*현대* 미술|*현대*적인 디자인	modern society|modern art|modern design	[sound::row252_chunk1.wav]|[sound:row252_chunk2.wav]|[sound:row252_chunk3.wav]
253	살펴보다	to examine / to look around	꼼꼼히 *살펴보다*|주위를 *살펴봤다*|서류를 *살펴보다*	to examine thoroughly|looked around the surroundings|to look through documents	[sound::row253_chunk1.wav]|[sound:row253_chunk2.wav]|[sound:row253_chunk3.wav]
254	차이	difference	온도 *차이*|*차이*가 크다|생각의 *차이*	temperature difference|the difference is big|difference in thought	[sound::row254_chunk1.wav]|[sound:row254_chunk2.wav]|[sound:row254_chunk3.wav]
255	시절	days / time / season	학생 *시절*|어린 *시절*|좋았던 *시절*	student days|childhood days|the good old days	[sound::row255_chunk1.wav]|[sound:row255_chunk2.wav]|[sound:row255_chunk3.wav]
256	작가	writer / author	소설 *작가*|인기 *작가*|*작가*가 되다	novel writer|popular author|to become a writer	[sound::row256_chunk1.wav]|[sound:row256_chunk2.wav]|[sound:row256_chunk3.wav]
257	효과	effect	광고 *효과*|*효과*가 좋다|부작용 *효과*	advertising effect|to be effective|side effect	[sound::row257_chunk1.wav]|[sound:row257_chunk2.wav]|[sound:row257_chunk3.wav]
258	불교	Buddhism	*불교* 사원|한국의 *불교*|*불교* 신자	Buddhist temple|Korean Buddhism|Buddhist believer	[sound::row258_chunk1.wav]|[sound:row258_chunk2.wav]|[sound:row258_chunk3.wav]
259	끌다	to pull / to attract	가트를 *끌다*|관심을 *끌다*|시간을 *끌다*	to pull a cart|to attract interest|to stall for time	[sound::row259_chunk1.wav]|[sound:row259_chunk2.wav]|[sound:row259_chunk3.wav]
260	마치	as if	*마치* 꿈같다|*마치* 영화처럼|*마치* 아는 것처럼	as if it were a dream|just like a movie|as if knowing	[sound::row260_chunk1.wav]|[sound:row260_chunk2.wav]|[sound:row260_chunk3.wav]
