Index|Lesson|Unit|Dialogue|Korean|English|Hanja|Explanation
467|15|2|Dialogue|일자리|job||work, place
468|15|2|Dialogue|구하다|to look for|求하다|seek, do
469|16|1|Dialogue|사고방식|way of thinking|思考方式|think, consider, method, style
470|16|1|Dialogue|상황|situation|狀況|condition, situation
471|16|1|Dialogue|괴로워하다|to be tormented||suffer, do
472|16|1|Dialogue|까다롭다|to be picky||picky
473|16|1|Dialogue|말없이|wordlessly||word, without
474|16|1|Dialogue|몰래|secretly||secretly
475|16|1|Dialogue|깔끔하다|to be clean||clean
476|16|1|Dialogue|고집이세다|to be stubborn||stubborn, strong
477|16|1|Dialogue|낯을가리다|to be uncomfortable around strangers||face, distinguish
478|16|1|Dialogue|상대방에게맞추다|to be accommodating|相對方에게맞추다|mutual, opposite, side, fit
479|16|1|Dialogue|솔직히말하다|to be honest; to speak frankly|率直히말하다|lead, straight, -ly, speak
480|16|1|Dialogue|잔소리가많다|to nag a lot||nagging, many
481|16|1|Dialogue|해결책을찾다|to find a solution|解決策을찾다|solve, decide, plan, find
482|16|2|Dialogue|고민|worry|苦悶|suffering, distress
483|16|2|Dialogue|사실|actually|事實|thing, real
484|16|2|Dialogue|발음|pronunciation|發音|emit, sound
485|16|2|Dialogue|점수|grade|點數|point, number
486|16|2|Dialogue|걱정스럽다|to be worrisome| 걱정스럽다|worry, -like
487|16|2|Dialogue|자연스럽다|to be natural|自然스럽다|self, natural, -like
488|16|2|Dialogue|쓸데없이|needlessly||use, place, without
489|16|2|Dialogue|틀림없이|undoubtedly||error, without
490|16|2|Dialogue|조언|advice|助言|help, word
491|16|2|Dialogue|충고|warning|忠告|loyal, tell
492|16|2|Dialogue|따르다|to follow||follow
493|16|2|Dialogue|해결하다|to resolve|解決하다|solve, decide, do
494|16|2|Dialogue|구하다|to ask for (advice)|求하다|seek, do
495|16|2|Dialogue|풀다|to solve||solve, untie
496|17|1|Dialogue|번역|translation|飜譯|turn over, translate
497|17|1|Dialogue|복사기|copy machine|複寫機|duplicate, copy, machine
498|17|1|Dialogue|추천서|letter of recommendation|推薦書|push, recommend, document
499|17|1|Dialogue|통역|interpretation|通譯|pass, translate
500|17|1|Dialogue|갑작스럽다|to be sudden|突然스럽다|sudden, -like
501|17|1|Dialogue|귀하다|to be precious|貴重하다|precious, heavy, do
502|17|1|Dialogue|수입하다|to import|輸入하다|transport, enter, do
503|17|1|Dialogue|다행스럽다|to be fortunate|多幸스럽다|many, fortunate, -like
504|17|1|Dialogue|변덕스럽다|to be capricious|變덕스럽다|change, virtue, -like
505|17|1|Dialogue|사랑스럽다|to be lovable|사랑스럽다|love, -like
506|17|1|Dialogue|조심스럽다|to be careful|小心스럽다|small, heart, -like
507|17|1|Dialogue|후회스럽다|to be regrettable|後悔스럽다|after, regret, -like
508|17|2|Dialogue|갚다|to pay back||repay
509|17|2|Dialogue|꾸다|to borrow||borrow
510|17|2|Dialogue|섭섭하다|to be upset||disappointed
511|17|2|Dialogue|솔직하다|to be honest|率直하다|lead, straight, do
512|17|2|Dialogue|실망하다|to be disappointed|失望하다|lose, hope, do
513|17|2|Dialogue|후회하다|to regret|後悔하다|after, regret, do
514|17|2|Dialogue|거절하다|to refuse|拒絶하다|resist, cut, do
515|17|2|Dialogue|곤란하다|to be difficult or awkward|困難하다|difficult, hard, do
516|17|2|Dialogue|거절을당하다|to be refused|拒絶을當하다|resist, cut, bear, do
517|17|2|Dialogue|돌려서말하다|to say something indirectly||turn, speak
518|17|2|Dialogue|직접적으로말하다|to say something directly|直接的으로말하다|straight, connect, -ly, speak
519|18|1|Dialogue|맛집|highly recommended restaurant||taste, house
520|18|1|Dialogue|별미|delicacy|別味|separate, taste
521|18|1|Dialogue|양|portion|量|amount
522|18|1|Dialogue|겹치다|to overlap with||overlap
523|18|1|Dialogue|들르다|to stop by||stop by
524|18|1|Dialogue|꽤|very||quite
525|18|1|Dialogue|번개모임|unplanned get-together||lightning, meeting
526|18|1|Dialogue|술자리|meeting with drinks||alcohol, place
527|18|1|Dialogue|온라인동호회|online club|オン라인同好會|same, like, meeting
528|18|1|Dialogue|유지|maintenance|維持|maintain, hold
529|18|1|Dialogue|정기모임|regular meeting|定期會議|regular, period, meet, discuss
530|18|1|Dialogue|차|round|次|order
531|18|1|Dialogue|친분|acquaintance|親分|intimate, portion
532|18|2|Dialogue|과제|assignment|課題|lesson, matter
533|18|2|Dialogue|자료|material|資料|material, material
534|18|2|Dialogue|부족하다|to lack|不足하다|not, enough, do
535|18|2|Dialogue|별일|special plans|別事|separate, matter
536|18|2|Dialogue|자신|confidence|自身|self, body
537|18|2|Dialogue|불가능하다|to be impossible|不可能하다|not, able, ability, do
538|18|2|Dialogue|이대로|in this state; like this||this, state
539|18|2|Dialogue|적어도|at least|至少|reach, few
540|18|2|Dialogue|부자연스럽다|to be unnatural|不自然스럽다|not, self, natural, -like
541|18|2|Dialogue|부정확하다|to be inaccurate|不正確하다|not, correct, certain, do
542|18|2|Dialogue|부주의하다|to be careless|不注意하다|not, pour, meaning, do
543|18|2|Dialogue|불친절하다|to be unfriendly|不親切하다|not, intimate, cut, do
544|18|2|Dialogue|불합격하다|to fail|不合格하다|not, fit, qualify, do
545|18|2|Dialogue|불확실하다|to be uncertain|不確實하다|not, certain, real, do
546|19|1|Dialogue|고궁|old palace|古宮|old, palace
547|19|1|Dialogue|덕수궁|Deoksugung Palace|德壽宮|virtue, longevity, palace
548|19|1|Dialogue|민속놀이|traditional folk games|民俗놀이|people, custom, play
549|19|1|Dialogue|윷놀이|Yunnori||yut, play
550|19|1|Dialogue|인원수|the number of people|人員數|person, member, number
551|19|1|Dialogue|맞다|to greet||correct, hit
552|19|1|Dialogue|연날리기|flying a kite|鳶날리기|kite, fly
553|19|1|Dialogue|제기차기|Jegichagi||shuttlecock, kick
554|19|1|Dialogue|날리다|to fly||fly
555|19|1|Dialogue|이기다|to win||win
556|19|1|Dialogue|편|team|便|convenient
557|19|1|Dialogue|비기다|to be tied||tie
558|19|1|Dialogue|지다|to lose||lose
559|19|1|Dialogue|차다|to kick||kick
560|19|2|Dialogue|삼삼오오|in small groups|三三五五|three, three, five, five
561|19|2|Dialogue|신세대|new generation|新世代|new, world, generation
562|19|2|Dialogue|여가|leisure|餘暇|leftover, free time
563|19|2|Dialogue|역할|role|役割|role, divide
564|19|2|Dialogue|요새|these days||these days
565|19|2|Dialogue|뛰어놀다|to run and play||run, play
566|19|2|Dialogue|빠지다|to get addicted to||fall into
567|19|2|Dialogue|확실히|surely|確實히|certain, real, -ly
568|19|2|Expanded|다다익선|the more the better|多多益善|many, many, benefit, good
569|19|2|Expanded|동문서답|incoherent reply|東問西答|east, ask, west, answer
570|19|2|Expanded|십중팔구|in nine out of ten cases|十中八九|ten, middle, eight, nine
571|19|2|Expanded|이심전심|tacit understanding|以心傳心|with, heart, transmit, heart
572|19|2|Expanded|일석이조|killing two birds with one stone|一石二鳥|one, stone, two, birds
573|19|2|Expanded|횡설수설|gibberish|橫說豎說|horizontal, speak, vertical, speak
574|20|1|Dialogue|기능|function|機能|skill, ability
575|20|1|Dialogue|메모리|memory||memory
576|20|1|Dialogue|전국|nationwide|全國|entire, country
577|20|1|Dialogue|막차|final bus|末車|end, car
578|20|1|Dialogue|앱|app||app
579|20|1|Dialogue|필수|requirement; a must|必須|certain, need
580|20|1|Dialogue|다양하다|to be diverse|多樣하다|many, form, do
581|20|1|Dialogue|살펴보다|to take a look||examine, see
582|20|1|Dialogue|놓치다|to miss||miss
583|20|1|Expanded|콘센트|(electrical) outlet||concentric
584|20|1|Expanded|파이팅|way to go||fighting
585|20|1|Expanded|플러그|plug||plug
586|20|1|Expanded|카센터|auto repair center||car, center
587|20|1|Expanded|커닝|cheating||cunning
588|20|1|Expanded|핸들|steering wheel||handle
589|20|1|Expanded|링거|IV||ringer
590|20|1|Expanded|매니큐어|nail polish||manicure
591|20|1|Expanded|멀티탭|extension cord||multi, tap
592|20|1|Expanded|밴드|bandaid||band
593|20|1|Expanded|블루투스|Bluetooth||Bluetooth
594|20|1|Expanded|쇼핑백|shopping bag||shopping, bag
595|20|1|Expanded|아이쇼핑|window shopping||eye, shopping
596|20|1|Expanded|알레르기|allergy||allergy
597|20|1|Expanded|엠티|MT||membership training
598|20|1|Expanded|오토바이|motorcycle||auto, bike
599|20|1|Expanded|오픈카|convertible||open, car
600|20|1|Expanded|추리닝|sweatsuit||training
601|20|1|Expanded|캠퍼스|campus||campus
602|20|1|Expanded|휠체어|wheelchair||wheel, chair
603|20|2|Dialogue|덕분|thanks to|德分|virtue, portion
604|20|2|Dialogue|물가|price|物價|thing, price
605|20|2|Dialogue|고생하다|to suffer|苦生하다|suffering, life, do
606|20|2|Dialogue|주고받다|to give and take||give, receive
607|20|2|Dialogue|아끼다|to save||save, cherish
608|20|2|Dialogue|유익하다|to be beneficial|有益하다|have, benefit, do
609|20|2|Dialogue|활용하다|to utilize|活用하다|live, use, do
610|20|2|Dialogue|보험|insurance|保險|protect, risk
611|20|2|Dialogue|성적증명서|transcript|成績證明書|achieve, record, prove, clear, book
612|20|2|Dialogue|실생활정보|information for daily life|實際生活情報|real, actual, life, live, emotion, report
613|20|2|Dialogue|외국인등록증|foreigner registration card|外國人登錄證|outside, country, person, climb, record, evidence
614|20|2|Dialogue|입학정보|enrollment information|入學情報|enter, study, emotion, report
615|20|2|Dialogue|재학증명서|proof of enrollment|在學證明書|be, study, prove, clear, book
616|20|2|Dialogue|졸업증명서|diploma|卒業證明書|finish, work, prove, clear, book
617|20|2|Dialogue|지원서|application|志願書|will, wish, document
618|20|2|Dialogue|개통하다|to open|開通하다|open, pass, do
